  ArrayTaskID    alpha    beta    walker_wl    overlap    seed_hist    seed_run    num_interactions    replica_exchange_offset    boundary_type    intervals_wl    iterations    time_limit    num_loops    num_walker_prerun    num_intervals_prerun    probability    x    y  error_type
           22      0.8   1e-06            8       0.25            1          63                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    6    6  X
           23      0.8   1e-06            8       0.25            1          64                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    6    6  Y
           24      0.8   1e-06            8       0.25            1          65                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    6    6  Z
           25      0.8   1e-06            8       0.25            1          66                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    4    4  I
           26      0.8   1e-06            8       0.25            1          67                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    4    4  X
           27      0.8   1e-06            8       0.25            1          68                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    4    4  Y
           28      0.8   1e-06            8       0.25            1          69                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    4    4  Z
           29      0.8   1e-06            8       0.25            1          70                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    6    6  I
           30      0.8   1e-06            8       0.25            1          71                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    6    6  X
           31      0.8   1e-06            8       0.25            1          72                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    6    6  Y
           32      0.8   1e-06            8       0.25            1          73                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    6    6  Z
           33      0.8   1e-07            8       0.25            1          74                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     4    4  I
           34      0.8   1e-07            8       0.25            1          75                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     4    4  X
           35      0.8   1e-07            8       0.25            1          76                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     4    4  Y
           36      0.8   1e-07            8       0.25            1          77                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     4    4  Z
           37      0.8   1e-07            8       0.25            1          78                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     6    6  I
           38      0.8   1e-07            8       0.25            1          79                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     6    6  X
           39      0.8   1e-07            8       0.25            1          80                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     6    6  Y
           40      0.8   1e-07            8       0.25            1          81                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     6    6  Z
           41      0.8   1e-07            8       0.25            1          82                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    4    4  I
           42      0.8   1e-07            8       0.25            1          83                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    4    4  X
           43      0.8   1e-07            8       0.25            1          84                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    4    4  Y
           44      0.8   1e-07            8       0.25            1          85                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    4    4  Z
           45      0.8   1e-07            8       0.25            1          86                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    6    6  I
           46      0.8   1e-07            8       0.25            1          87                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    6    6  X
           47      0.8   1e-07            8       0.25            1          88                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    6    6  Y
           48      0.8   1e-07            8       0.25            1          89                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    6    6  Z
           49      0.8   1e-07            8       0.25            1          90                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    4    4  I
           50      0.8   1e-07            8       0.25            1          91                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    4    4  X
           51      0.8   1e-07            8       0.25            1          92                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    4    4  Y
           52      0.8   1e-07            8       0.25            1          93                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    4    4  Z
           53      0.8   1e-07            8       0.25            1          94                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    6    6  I
           54      0.8   1e-07            8       0.25            1          95                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    6    6  X
           55      0.8   1e-07            8       0.25            1          96                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    6    6  Y
           56      0.8   1e-07            8       0.25            1          97                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    6    6  Z
           57      0.8   1e-07            8       0.25            1          98                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    4    4  I
           58      0.8   1e-07            8       0.25            1          99                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    4    4  X
           59      0.8   1e-07            8       0.25            1         100                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    4    4  Y
           60      0.8   1e-07            8       0.25            1         101                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    4    4  Z
           61      0.8   1e-07            8       0.25            1         102                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    6    6  I
           62      0.8   1e-07            8       0.25            1         103                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    6    6  X
           63      0.8   1e-07            8       0.25            1         104                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    6    6  Y
           64      0.8   1e-07            8       0.25            1         105                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    6    6  Z
           65      0.8   1e-08            8       0.25            1         106                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     4    4  I
           66      0.8   1e-08            8       0.25            1         107                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     4    4  X
           67      0.8   1e-08            8       0.25            1         108                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     4    4  Y
           68      0.8   1e-08            8       0.25            1         109                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     4    4  Z
           69      0.8   1e-08            8       0.25            1         110                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     6    6  I
           70      0.8   1e-08            8       0.25            1         111                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     6    6  X
           71      0.8   1e-08            8       0.25            1         112                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     6    6  Y
           72      0.8   1e-08            8       0.25            1         113                2000                         20                0              10          1000          3600         1000                  500                      30           0.1     6    6  Z
           73      0.8   1e-08            8       0.25            1         114                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    4    4  I
           74      0.8   1e-08            8       0.25            1         115                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    4    4  X
           75      0.8   1e-08            8       0.25            1         116                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    4    4  Y
           76      0.8   1e-08            8       0.25            1         117                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    4    4  Z
           77      0.8   1e-08            8       0.25            1         118                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    6    6  I
           78      0.8   1e-08            8       0.25            1         119                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    6    6  X
           79      0.8   1e-08            8       0.25            1         120                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    6    6  Y
           80      0.8   1e-08            8       0.25            1         121                2000                         20                0              10          1000          3600         1000                  500                      30           0.11    6    6  Z
           81      0.8   1e-08            8       0.25            1         122                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    4    4  I
           82      0.8   1e-08            8       0.25            1         123                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    4    4  X
           83      0.8   1e-08            8       0.25            1         124                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    4    4  Y
           84      0.8   1e-08            8       0.25            1         125                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    4    4  Z
           85      0.8   1e-08            8       0.25            1         126                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    6    6  I
           86      0.8   1e-08            8       0.25            1         127                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    6    6  X
           87      0.8   1e-08            8       0.25            1         128                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    6    6  Y
           88      0.8   1e-08            8       0.25            1         129                2000                         20                0              10          1000          3600         1000                  500                      30           0.12    6    6  Z
           89      0.8   1e-08            8       0.25            1         130                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    4    4  I
           90      0.8   1e-08            8       0.25            1         131                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    4    4  X
           91      0.8   1e-08            8       0.25            1         132                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    4    4  Y
           92      0.8   1e-08            8       0.25            1         133                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    4    4  Z
           93      0.8   1e-08            8       0.25            1         134                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    6    6  I
           94      0.8   1e-08            8       0.25            1         135                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    6    6  X
           95      0.8   1e-08            8       0.25            1         136                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    6    6  Y
           96      0.8   1e-08            8       0.25            1         137                2000                         20                0              10          1000          3600         1000                  500                      30           0.13    6    6  Z
           97      0.8   1e-06            8       0.25            1         138                2000                         20                0              20          1000          3600         1000                  500                      40           0.1     8    8  I
           98      0.8   1e-06            8       0.25            1         139                2000                         20                0              20          1000          3600         1000                  500                      40           0.1     8    8  X
           99      0.8   1e-06            8       0.25            1         140                2000                         20                0              20          1000          3600         1000                  500                      40           0.1     8    8  Y
          100      0.8   1e-06            8       0.25            1         141                2000                         20                0              20          1000          3600         1000                  500                      40           0.1     8    8  Z
          101      0.8   1e-06            8       0.25            1         142                2000                         20                0              20          1000          3600         1000                  500                      40           0.11    8    8  I
          102      0.8   1e-06            8       0.25            1         143                2000                         20                0              20          1000          3600         1000                  500                      40           0.11    8    8  X
          103      0.8   1e-06            8       0.25            1         144                2000                         20                0              20          1000          3600         1000                  500                      40           0.11    8    8  Y
          104      0.8   1e-06            8       0.25            1         145                2000                         20                0              20          1000          3600         1000                  500                      40           0.11    8    8  Z
          105      0.8   1e-06            8       0.25            1         146                2000                         20                0              20          1000          3600         1000                  500                      40           0.12    8    8  I
          106      0.8   1e-06            8       0.25            1         147                2000                         20                0              20          1000          3600         1000                  500                      40           0.12    8    8  X
          107      0.8   1e-06            8       0.25            1         148                2000                         20                0              20          1000          3600         1000                  500                      40           0.12    8    8  Y
          108      0.8   1e-06            8       0.25            1         149                2000                         20                0              20          1000          3600         1000                  500                      40           0.12    8    8  Z
          109      0.8   1e-06            8       0.25            1         150                2000                         20                0              20          1000          3600         1000                  500                      40           0.13    8    8  I
          110      0.8   1e-06            8       0.25            1         151                2000                         20                0              20          1000          3600         1000                  500                      40           0.13    8    8  X
          111      0.8   1e-06            8       0.25            1         152                2000                         20                0              20          1000          3600         1000                  500                      40           0.13    8    8  Y
          112      0.8   1e-06            8       0.25            1         153                2000                         20                0              20          1000          3600         1000                  500                      40           0.13    8    8  Z
          113      0.8   1e-07            8       0.25            1         154                2000                         20                0              20          1000          3600         1000                  500                      40           0.1     8    8  I
          114      0.8   1e-07            8       0.25            1         155                2000                         20                0              20          1000          3600         1000                  500                      40           0.1     8    8  X
          115      0.8   1e-07            8       0.25            1         156                2000                         20                0              20          1000          3600         1000                  500                      40           0.1     8    8  Y
          116      0.8   1e-07            8       0.25            1         157                2000                         20                0              20          1000          3600         1000                  500                      40           0.1     8    8  Z
          117      0.8   1e-07            8       0.25            1         158                2000                         20                0              20          1000          3600         1000                  500                      40           0.11    8    8  I
          118      0.8   1e-07            8       0.25            1         159                2000                         20                0              20          1000          3600         1000                  500                      40           0.11    8    8  X
          119      0.8   1e-07            8       0.25            1         160                2000                         20                0              20          1000          3600         1000                  500                      40           0.11    8    8  Y
          120      0.8   1e-07            8       0.25            1         161                2000                         20                0              20          1000          3600         1000                  500                      40           0.11    8    8  Z
          121      0.8   1e-07            8       0.25            1         162                2000                         20                0              20          1000          3600         1000                  500                      40           0.12    8    8  I
          122      0.8   1e-07            8       0.25            1         163                2000                         20                0              20          1000          3600         1000                  500                      40           0.12    8    8  X
          123      0.8   1e-07            8       0.25            1         164                2000                         20                0              20          1000          3600         1000                  500                      40           0.12    8    8  Y
          124      0.8   1e-07            8       0.25            1         165                2000                         20                0              20          1000          3600         1000                  500                      40           0.12    8    8  Z
          125      0.8   1e-07            8       0.25            1         166                2000                         20                0              20          1000          3600         1000                  500                      40           0.13    8    8  I
          126      0.8   1e-07            8       0.25            1         167                2000                         20                0              20          1000          3600         1000                  500                      40           0.13    8    8  X
          127      0.8   1e-07            8       0.25            1         168                2000                         20                0              20          1000          3600         1000                  500                      40           0.13    8    8  Y
          128      0.8   1e-07            8       0.25            1         169                2000                         20                0              20          1000          3600         1000                  500                      40           0.13    8    8  Z
          129      0.8   1e-08            8       0.25            1         170                2000                         20                0              20          1000          3600         1000                  500                      40           0.1     8    8  I
          130      0.8   1e-08            8       0.25            1         171                2000                         20                0              20          1000          3600         1000                  500                      40           0.1     8    8  X
          131      0.8   1e-08            8       0.25            1         172                2000                         20                0              20          1000          3600         1000                  500                      40           0.1     8    8  Y
          132      0.8   1e-08            8       0.25            1         173                2000                         20                0              20          1000          3600         1000                  500                      40           0.1     8    8  Z
          133      0.8   1e-08            8       0.25            1         174                2000                         20                0              20          1000          3600         1000                  500                      40           0.11    8    8  I
          134      0.8   1e-08            8       0.25            1         175                2000                         20                0              20          1000          3600         1000                  500                      40           0.11    8    8  X
          135      0.8   1e-08            8       0.25            1         176                2000                         20                0              20          1000          3600         1000                  500                      40           0.11    8    8  Y
          136      0.8   1e-08            8       0.25            1         177                2000                         20                0              20          1000          3600         1000                  500                      40           0.11    8    8  Z
          137      0.8   1e-08            8       0.25            1         178                2000                         20                0              20          1000          3600         1000                  500                      40           0.12    8    8  I
          138      0.8   1e-08            8       0.25            1         179                2000                         20                0              20          1000          3600         1000                  500                      40           0.12    8    8  X
          139      0.8   1e-08            8       0.25            1         180                2000                         20                0              20          1000          3600         1000                  500                      40           0.12    8    8  Y
          140      0.8   1e-08            8       0.25            1         181                2000                         20                0              20          1000          3600         1000                  500                      40           0.12    8    8  Z
          141      0.8   1e-08            8       0.25            1         182                2000                         20                0              20          1000          3600         1000                  500                      40           0.13    8    8  I
          142      0.8   1e-08            8       0.25            1         183                2000                         20                0              20          1000          3600         1000                  500                      40           0.13    8    8  X
          143      0.8   1e-08            8       0.25            1         184                2000                         20                0              20          1000          3600         1000                  500                      40           0.13    8    8  Y
          144      0.8   1e-08            8       0.25            1         185                2000                         20                0              20          1000          3600         1000                  500                      40           0.13    8    8  Z
          145      0.8   1e-06            8       0.25            1         186                2000                         20                0              40          1000          3600         1000                  500                      60           0.1    10   10  I
          146      0.8   1e-06            8       0.25            1         187                2000                         20                0              40          1000          3600         1000                  500                      60           0.1    10   10  X
          147      0.8   1e-06            8       0.25            1         188                2000                         20                0              40          1000          3600         1000                  500                      60           0.1    10   10  Y
          148      0.8   1e-06            8       0.25            1         189                2000                         20                0              40          1000          3600         1000                  500                      60           0.1    10   10  Z
          149      0.8   1e-06            8       0.25            1         190                2000                         20                0              40          1000          3600         1000                  500                      60           0.11   10   10  I
          150      0.8   1e-06            8       0.25            1         191                2000                         20                0              40          1000          3600         1000                  500                      60           0.11   10   10  X
          151      0.8   1e-06            8       0.25            1         192                2000                         20                0              40          1000          3600         1000                  500                      60           0.11   10   10  Y
          152      0.8   1e-06            8       0.25            1         193                2000                         20                0              40          1000          3600         1000                  500                      60           0.11   10   10  Z
          153      0.8   1e-06            8       0.25            1         194                2000                         20                0              40          1000          3600         1000                  500                      60           0.12   10   10  I
          154      0.8   1e-06            8       0.25            1         195                2000                         20                0              40          1000          3600         1000                  500                      60           0.12   10   10  X
          155      0.8   1e-06            8       0.25            1         196                2000                         20                0              40          1000          3600         1000                  500                      60           0.12   10   10  Y
          156      0.8   1e-06            8       0.25            1         197                2000                         20                0              40          1000          3600         1000                  500                      60           0.12   10   10  Z
          157      0.8   1e-06            8       0.25            1         198                2000                         20                0              40          1000          3600         1000                  500                      60           0.13   10   10  I
          158      0.8   1e-06            8       0.25            1         199                2000                         20                0              40          1000          3600         1000                  500                      60           0.13   10   10  X
          159      0.8   1e-06            8       0.25            1         200                2000                         20                0              40          1000          3600         1000                  500                      60           0.13   10   10  Y
          160      0.8   1e-06            8       0.25            1         201                2000                         20                0              40          1000          3600         1000                  500                      60           0.13   10   10  Z
          161      0.8   1e-07            8       0.25            1         202                2000                         20                0              40          1000          3600         1000                  500                      60           0.1    10   10  I
          162      0.8   1e-07            8       0.25            1         203                2000                         20                0              40          1000          3600         1000                  500                      60           0.1    10   10  X
          163      0.8   1e-07            8       0.25            1         204                2000                         20                0              40          1000          3600         1000                  500                      60           0.1    10   10  Y
          164      0.8   1e-07            8       0.25            1         205                2000                         20                0              40          1000          3600         1000                  500                      60           0.1    10   10  Z
          165      0.8   1e-07            8       0.25            1         206                2000                         20                0              40          1000          3600         1000                  500                      60           0.11   10   10  I
          166      0.8   1e-07            8       0.25            1         207                2000                         20                0              40          1000          3600         1000                  500                      60           0.11   10   10  X
          167      0.8   1e-07            8       0.25            1         208                2000                         20                0              40          1000          3600         1000                  500                      60           0.11   10   10  Y
          168      0.8   1e-07            8       0.25            1         209                2000                         20                0              40          1000          3600         1000                  500                      60           0.11   10   10  Z
          169      0.8   1e-07            8       0.25            1         210                2000                         20                0              40          1000          3600         1000                  500                      60           0.12   10   10  I
          170      0.8   1e-07            8       0.25            1         211                2000                         20                0              40          1000          3600         1000                  500                      60           0.12   10   10  X
          171      0.8   1e-07            8       0.25            1         212                2000                         20                0              40          1000          3600         1000                  500                      60           0.12   10   10  Y
          172      0.8   1e-07            8       0.25            1         213                2000                         20                0              40          1000          3600         1000                  500                      60           0.12   10   10  Z
          173      0.8   1e-07            8       0.25            1         214                2000                         20                0              40          1000          3600         1000                  500                      60           0.13   10   10  I
          174      0.8   1e-07            8       0.25            1         215                2000                         20                0              40          1000          3600         1000                  500                      60           0.13   10   10  X
          175      0.8   1e-07            8       0.25            1         216                2000                         20                0              40          1000          3600         1000                  500                      60           0.13   10   10  Y
          176      0.8   1e-07            8       0.25            1         217                2000                         20                0              40          1000          3600         1000                  500                      60           0.13   10   10  Z
          177      0.8   1e-08            8       0.25            1         218                2000                         20                0              40          1000          3600         1000                  500                      60           0.1    10   10  I
          178      0.8   1e-08            8       0.25            1         219                2000                         20                0              40          1000          3600         1000                  500                      60           0.1    10   10  X
          179      0.8   1e-08            8       0.25            1         220                2000                         20                0              40          1000          3600         1000                  500                      60           0.1    10   10  Y
          180      0.8   1e-08            8       0.25            1         221                2000                         20                0              40          1000          3600         1000                  500                      60           0.1    10   10  Z
          181      0.8   1e-08            8       0.25            1         222                2000                         20                0              40          1000          3600         1000                  500                      60           0.11   10   10  I
          182      0.8   1e-08            8       0.25            1         223                2000                         20                0              40          1000          3600         1000                  500                      60           0.11   10   10  X
          183      0.8   1e-08            8       0.25            1         224                2000                         20                0              40          1000          3600         1000                  500                      60           0.11   10   10  Y
          184      0.8   1e-08            8       0.25            1         225                2000                         20                0              40          1000          3600         1000                  500                      60           0.11   10   10  Z
          185      0.8   1e-08            8       0.25            1         226                2000                         20                0              40          1000          3600         1000                  500                      60           0.12   10   10  I
          186      0.8   1e-08            8       0.25            1         227                2000                         20                0              40          1000          3600         1000                  500                      60           0.12   10   10  X
          187      0.8   1e-08            8       0.25            1         228                2000                         20                0              40          1000          3600         1000                  500                      60           0.12   10   10  Y
          188      0.8   1e-08            8       0.25            1         229                2000                         20                0              40          1000          3600         1000                  500                      60           0.12   10   10  Z
          189      0.8   1e-08            8       0.25            1         230                2000                         20                0              40          1000          3600         1000                  500                      60           0.13   10   10  I
          190      0.8   1e-08            8       0.25            1         231                2000                         20                0              40          1000          3600         1000                  500                      60           0.13   10   10  X
          191      0.8   1e-08            8       0.25            1         232                2000                         20                0              40          1000          3600         1000                  500                      60           0.13   10   10  Y
          192      0.8   1e-08            8       0.25            1         233                2000                         20                0              40          1000          3600         1000                  500                      60           0.13   10   10  Z
